userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
375,3.54,4.17,3.0,1.82,3.94,4.67,1.82,5.0,1.82,1.82,1.82,1.82,5.0,1.82,3.5,1.82,1.82,1.82
376,4.06,4.33,4.5,3.33,3.61,4.25,2.73,4.07,3.5,4.0,4.5,2.73,5.0,2.73,2.73,4.0,2.73,2.73
377,3.98,4.29,3.75,3.07,3.53,4.33,4.5,4.11,5.0,2.89,4.17,2.5,4.75,2.89,4.0,2.89,2.89,2.89
378,3.78,4.36,1.57,1.57,3.83,4.06,1.57,4.15,1.57,1.57,1.57,1.57,3.5,1.57,4.5,1.57,1.57,1.57
379,3.33,4.33,1.67,5.0,2.9,3.0,1.67,3.5,1.67,1.67,1.67,1.67,3.0,1.67,1.67,5.0,1.67,1.67
380,3.71,3.88,3.88,3.31,3.54,3.83,3.75,3.62,3.5,3.07,3.24,3.0,4.33,3.07,4.2,3.3,3.07,4.17
381,3.39,3.63,3.59,3.21,3.54,3.71,3.92,3.9,3.25,2.67,2.75,4.0,3.5,2.0,2.67,3.75,2.67,2.67
382,3.48,4.01,3.0,2.85,3.03,4.67,1.94,4.13,2.25,1.94,3.33,1.94,4.25,1.94,1.94,1.94,1.94,1.94
383,3.33,4.0,1.0,1.0,3.69,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
384,2.62,3.89,1.72,2.0,3.13,3.6,1.72,2.8,1.72,1.72,2.25,1.72,4.0,1.72,1.72,3.67,3.0,1.72
385,3.36,3.55,3.33,3.0,3.49,3.67,3.5,3.32,5.0,2.66,3.5,3.0,4.0,2.66,2.66,3.25,2.66,2.0
386,2.39,2.5,1.66,3.33,3.45,3.4,1.66,2.75,1.66,1.66,2.0,1.66,3.0,1.66,1.66,3.0,1.66,4.0
387,3.15,3.22,3.5,2.22,3.06,3.63,3.64,3.54,3.55,4.1,2.99,2.0,3.73,2.0,2.75,2.67,2.99,4.0
388,4.17,4.18,3.5,2.62,3.33,1.16,1.16,1.0,1.16,1.16,1.16,1.16,2.0,1.16,1.16,1.16,1.16,1.16
389,4.14,5.0,1.46,1.46,3.6,5.0,1.46,4.5,1.46,1.46,1.46,1.46,4.0,1.46,1.46,1.46,1.46,1.46
390,3.63,3.9,4.5,1.5,3.61,3.29,4.75,4.06,4.5,2.12,2.12,2.12,4.5,2.12,2.12,2.12,2.12,2.12
391,3.24,3.66,4.0,4.5,3.88,3.75,4.33,3.96,3.33,5.0,3.67,5.0,3.83,4.0,3.26,2.6,3.26,3.26
392,3.33,3.0,1.22,1.22,3.14,3.33,1.22,3.17,1.22,1.22,3.0,1.22,1.22,1.22,1.22,3.0,1.22,1.22
393,3.88,4.65,2.51,2.51,3.35,3.81,5.0,3.25,5.0,2.51,3.25,2.51,5.0,2.51,3.0,5.0,2.51,2.51
394,3.0,2.33,2.0,2.5,3.0,5.0,1.38,3.0,1.38,1.38,1.38,1.38,1.38,1.38,1.38,4.0,1.38,1.38
395,3.38,2.53,2.86,3.0,3.33,0.95,0.95,2.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
396,1.92,4.2,3.75,1.08,3.17,3.62,1.08,2.75,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
397,4.25,1.24,1.24,2.0,4.0,3.75,1.24,4.38,1.24,1.24,1.24,1.24,4.0,1.24,1.24,1.24,1.24,1.24
398,3.93,4.4,4.75,5.0,4.23,3.25,4.75,4.21,2.42,2.42,2.42,2.42,5.0,2.42,2.42,2.42,2.42,4.0
399,3.69,4.56,1.15,1.15,5.0,4.5,1.15,3.0,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
400,4.42,4.12,2.03,2.03,4.88,4.67,2.03,4.5,2.03,2.03,4.5,2.03,5.0,2.03,4.5,2.03,2.03,2.03
401,3.56,3.54,3.41,1.0,3.75,1.0,1.0,3.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402,4.05,3.67,1.68,4.0,3.58,4.33,1.68,3.6,1.68,1.68,1.68,1.68,3.0,1.68,1.68,4.0,1.68,1.68
403,3.59,3.17,1.31,1.31,3.83,3.8,1.31,4.1,1.31,1.31,1.31,1.31,5.0,1.31,1.31,1.31,1.31,1.31
404,3.32,3.5,1.74,4.0,3.5,3.67,1.74,3.31,1.74,1.74,3.0,1.74,3.0,1.74,1.74,4.0,1.74,1.74
405,4.0,3.92,3.5,2.01,3.92,4.02,2.01,4.05,4.25,2.01,4.0,2.01,4.5,2.01,2.01,2.01,2.01,2.01
406,3.12,5.0,2.67,1.0,3.79,1.16,1.16,3.33,1.16,1.16,2.0,1.16,1.16,1.16,1.16,1.16,1.16,1.16
407,4.17,3.9,0.92,0.92,3.5,0.92,0.92,5.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
408,4.04,4.27,5.0,3.5,4.12,3.88,2.48,4.41,4.0,2.48,2.48,2.48,4.0,2.48,3.5,4.0,2.48,2.48
409,3.83,4.2,2.46,4.0,3.75,4.2,5.0,3.89,2.46,2.46,3.33,2.46,3.0,2.46,2.46,4.0,2.46,5.0
410,3.25,4.0,2.11,5.0,3.94,4.1,4.5,4.28,2.11,4.0,2.11,2.11,5.0,2.11,2.11,2.11,2.11,2.11
411,3.31,3.58,4.0,3.67,2.97,3.57,5.0,3.27,2.13,2.13,2.13,2.13,3.5,2.13,2.13,3.5,2.13,2.0
412,3.71,3.5,3.0,2.0,4.07,4.44,4.6,3.83,4.0,4.5,3.0,2.7,4.0,2.7,2.7,4.0,2.7,2.7
413,4.64,5.0,1.7,1.7,4.0,4.89,1.7,4.05,1.7,1.7,1.7,1.7,1.7,1.7,1.7,5.0,1.7,3.0
414,3.28,3.55,3.81,2.95,3.26,3.67,3.68,3.56,4.0,4.0,2.76,4.33,3.8,2.71,3.56,3.26,3.33,3.7
415,3.9,4.0,2.49,4.0,4.0,4.57,4.5,4.08,2.49,4.0,4.0,2.49,4.33,2.49,2.49,3.5,2.49,2.49
416,2.31,1.0,1.37,2.5,3.67,3.8,4.0,3.45,4.0,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
417,4.34,4.67,1.97,1.97,4.56,4.33,1.97,4.53,1.97,1.97,4.0,1.97,4.7,1.97,4.25,1.97,1.97,1.97
418,2.37,3.62,1.44,1.44,3.79,4.27,4.0,4.42,1.44,1.44,1.44,1.44,3.5,1.44,1.44,1.44,1.44,1.44
419,3.8,3.19,5.0,0.5,4.11,4.09,4.29,3.74,2.29,2.29,4.0,2.29,3.5,2.29,2.0,3.0,2.29,2.29
420,3.62,3.97,3.75,3.5,3.88,4.17,3.5,4.0,4.5,2.53,3.83,2.53,3.5,2.53,3.25,2.53,2.53,2.53
421,2.88,3.83,1.57,4.5,3.88,4.83,1.57,4.41,1.57,1.57,1.57,1.57,4.0,1.57,1.57,1.57,1.57,1.57
422,3.45,3.25,1.88,3.0,2.79,3.83,1.88,3.71,1.88,1.88,2.83,1.88,3.0,1.88,1.0,1.88,3.5,3.5
423,3.14,5.0,1.41,1.41,4.0,4.5,1.41,4.25,1.41,1.41,1.41,1.41,1.41,1.41,1.41,4.5,1.41,1.41
424,3.55,2.88,4.5,3.5,3.5,3.79,2.13,3.69,2.13,2.13,4.5,2.13,3.86,2.13,2.13,4.5,2.13,2.13
425,3.47,3.56,3.0,3.12,3.4,3.76,2.21,3.67,4.0,2.21,3.75,2.21,4.0,2.21,2.21,4.0,2.21,2.21
426,3.54,4.05,3.64,4.0,3.64,3.12,1.85,4.0,1.85,1.85,1.85,5.0,1.25,1.85,1.85,1.0,1.85,1.85
427,3.09,2.9,1.63,1.63,2.96,3.83,4.0,3.07,1.63,1.63,1.0,0.5,4.5,1.63,1.63,3.5,1.63,1.63
428,2.67,2.24,3.12,1.9,2.51,3.22,4.25,3.05,3.25,1.7,2.45,1.7,1.7,1.7,2.0,1.7,1.7,1.7
429,3.88,4.0,4.5,3.0,3.94,3.5,1.73,4.27,1.73,1.73,1.73,1.73,4.0,1.73,1.73,1.73,1.73,1.73
430,4.0,2.88,3.75,3.0,3.58,4.5,1.44,4.25,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
431,2.62,1.75,0.83,0.83,2.75,5.0,0.83,2.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
432,3.51,3.55,3.5,3.0,3.43,3.65,2.35,3.9,2.35,2.35,3.95,2.35,3.5,2.5,3.25,4.5,2.35,2.35
433,3.19,1.29,1.29,1.29,4.62,4.3,1.29,3.17,1.29,1.29,1.29,1.29,3.0,1.29,5.0,1.29,1.29,1.29
434,3.69,3.8,4.3,3.67,3.64,4.25,4.0,3.8,2.26,2.26,3.7,2.26,4.38,2.26,1.5,2.26,2.26,2.26
435,4.24,3.83,4.0,1.64,4.3,4.86,1.64,4.31,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,4.0
436,2.92,3.29,3.67,3.56,2.97,3.5,1.75,3.62,1.75,1.75,1.75,1.75,3.0,1.75,1.75,5.0,1.75,1.75
437,3.41,4.0,1.74,3.0,3.88,4.0,5.0,3.94,1.74,1.74,1.74,1.74,4.0,1.74,1.74,1.74,1.74,1.74
438,3.4,3.47,3.44,3.17,3.21,3.48,3.7,3.32,2.51,2.51,2.75,2.51,3.62,2.51,3.5,3.62,2.51,4.5
439,3.91,4.1,1.47,1.47,5.0,5.0,4.0,4.5,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
440,3.9,4.4,1.57,1.57,3.78,1.57,1.57,3.65,4.0,1.57,4.5,1.57,1.57,1.57,1.57,4.0,1.57,1.57
441,4.68,4.3,1.28,1.28,4.65,4.5,1.28,0.5,1.28,1.28,1.28,1.28,4.5,1.28,1.28,1.28,1.28,1.28
442,0.67,2.25,1.5,0.44,1.88,0.44,0.44,1.06,0.44,0.44,0.5,0.44,0.44,0.44,0.44,0.44,0.44,0.44
443,3.71,4.75,1.18,1.18,4.8,4.12,1.18,3.94,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
444,3.5,1.0,4.0,3.5,4.25,4.5,1.57,3.56,1.57,1.57,1.57,1.57,4.0,1.57,1.57,1.57,1.57,1.57
445,3.75,3.8,3.0,1.72,4.19,3.83,1.72,3.64,1.72,1.72,1.72,1.72,4.67,1.72,1.72,4.0,1.72,1.72
446,3.0,2.88,3.67,4.0,3.2,3.75,1.71,3.36,1.71,1.71,1.71,1.71,4.0,1.71,1.71,3.0,1.71,1.71
447,3.91,4.38,3.67,3.25,3.54,4.5,2.17,3.91,2.17,2.17,2.17,2.17,3.0,2.17,2.17,4.0,2.17,5.0
448,2.73,3.16,3.24,2.91,2.88,3.11,4.04,2.91,2.0,2.47,1.48,3.0,2.67,2.75,2.18,2.37,2.47,3.0
449,3.05,2.5,1.4,1.4,3.0,4.38,4.5,3.5,1.4,1.4,1.4,1.4,4.25,1.4,1.4,1.4,1.4,1.4
450,4.24,4.0,4.0,4.0,3.71,4.25,2.13,4.07,2.13,2.13,3.0,4.0,2.13,2.13,3.0,2.13,2.13,2.13
451,3.42,4.5,1.87,4.0,3.6,5.0,1.87,4.17,1.87,1.87,1.87,1.87,5.0,1.87,1.87,4.0,1.87,1.87
452,4.51,4.21,5.0,5.0,4.93,4.73,2.94,4.47,4.0,2.94,4.43,2.94,5.0,2.94,2.0,4.67,2.94,2.94
453,3.85,4.26,5.0,4.0,4.03,3.81,4.0,3.8,2.71,2.71,3.0,4.0,5.0,2.71,2.71,4.0,2.71,2.71
454,3.8,3.0,3.5,1.64,4.0,3.83,1.64,3.71,1.64,1.64,3.75,1.64,4.0,1.64,1.64,1.64,1.64,1.64
455,3.12,3.17,3.0,4.0,3.57,3.8,1.58,3.75,1.58,1.58,1.58,1.58,1.58,1.58,1.58,4.0,1.58,1.58
456,4.1,4.5,4.0,3.0,3.36,4.5,1.96,3.88,1.96,1.96,1.96,1.96,3.0,1.96,1.96,5.0,1.96,1.96
457,3.57,3.62,4.0,2.0,3.62,3.0,1.4,3.33,1.4,1.4,2.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4
458,4.2,4.0,4.0,3.5,4.0,1.62,1.62,4.42,1.62,1.62,1.62,1.62,1.62,1.62,1.62,5.0,1.62,1.62
459,4.27,4.71,3.67,0.95,0.95,0.95,0.95,4.5,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
460,4.27,4.14,3.5,3.5,4.0,4.25,1.56,4.35,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
461,0.94,4.0,0.99,0.99,4.42,4.12,0.99,3.92,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.5,0.99,0.99
462,2.84,2.98,4.0,2.75,3.24,3.84,4.02,3.54,4.5,2.81,3.3,2.81,3.83,2.81,4.0,3.67,2.81,4.0
463,3.81,4.0,1.47,1.47,3.75,3.75,3.5,3.62,1.47,1.47,1.47,1.47,1.47,4.0,1.47,1.47,1.47,1.47
464,3.57,3.39,1.88,4.0,3.5,4.43,1.88,4.35,1.88,1.88,3.0,1.88,4.17,1.88,3.5,1.88,1.88,1.88
465,3.84,4.14,2.38,2.38,4.64,4.48,2.38,4.23,2.38,4.5,4.0,4.0,5.0,2.38,2.38,4.0,2.38,2.38
466,3.79,4.08,4.5,1.79,4.08,3.6,1.79,4.25,1.79,1.79,4.0,1.79,1.79,1.79,4.0,1.79,1.79,1.79
467,2.71,2.0,2.0,0.9,4.25,1.0,0.9,4.25,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
468,3.0,3.5,5.0,3.0,3.5,3.0,1.62,3.6,1.62,1.62,1.62,1.62,4.5,1.62,1.62,1.62,1.62,1.62
469,3.24,3.73,4.33,4.0,3.71,4.26,1.0,4.08,5.0,4.0,3.68,3.09,4.33,3.09,2.67,3.0,3.09,4.5
470,3.62,3.5,3.0,4.0,3.47,3.5,1.75,3.38,1.75,1.75,1.75,1.75,3.0,1.75,1.75,4.0,1.75,1.75
471,3.71,4.0,0.87,0.87,4.0,0.87,0.87,4.0,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
472,4.75,4.0,1.65,1.65,3.83,4.83,1.65,4.2,1.65,1.65,3.0,1.65,1.0,1.65,1.65,4.0,1.65,1.65
473,3.38,3.5,4.0,2.75,2.93,4.75,1.84,3.86,1.84,1.84,4.0,1.84,4.0,1.84,1.84,1.84,1.84,1.84
474,3.23,3.41,3.47,3.04,3.21,3.65,3.7,3.59,2.3,4.0,2.91,3.59,3.57,3.0,3.0,3.39,3.0,3.5
475,4.41,4.49,3.5,4.5,4.5,1.93,1.93,4.4,1.93,1.93,1.93,1.93,5.0,1.93,4.0,1.93,1.93,1.93
476,3.43,3.92,4.0,3.75,3.37,5.0,2.01,3.8,2.01,2.01,2.01,2.01,4.0,2.01,2.01,5.0,2.01,2.01
477,3.71,3.76,3.84,2.69,3.74,3.92,4.17,3.95,4.5,3.5,3.65,2.99,3.92,2.99,3.5,5.0,2.99,2.99
478,3.12,2.62,3.5,4.0,2.0,1.04,1.04,2.9,1.04,1.04,0.5,1.04,1.04,1.04,1.04,1.04,1.04,1.04
479,2.56,3.24,3.25,2.43,3.48,3.75,3.0,3.78,2.0,2.11,3.0,2.11,5.0,2.5,2.11,2.11,2.11,2.11
480,3.04,3.34,3.23,3.47,3.16,3.78,3.41,3.7,3.33,2.69,2.55,2.69,4.12,0.5,3.5,3.33,2.69,4.0
481,2.78,2.67,0.85,1.0,2.4,3.4,0.85,3.0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
482,3.81,3.88,1.36,3.67,2.9,3.25,1.36,2.92,1.36,1.36,1.36,1.36,1.36,1.36,1.36,4.0,1.36,1.36
483,3.49,3.76,3.78,3.0,3.66,4.0,3.7,3.79,4.5,3.0,1.9,3.5,3.8,3.5,4.17,3.5,3.0,3.0
484,3.7,4.0,4.7,3.83,3.9,3.95,2.03,3.29,2.03,2.03,2.78,2.03,3.75,2.03,2.03,2.67,2.03,2.03
485,3.91,3.8,1.34,1.34,4.5,5.0,1.34,3.0,1.34,1.34,1.34,1.34,1.34,1.34,1.34,4.0,1.34,1.34
486,3.95,4.0,1.65,1.65,4.0,4.0,1.65,4.67,1.65,1.65,1.65,1.65,4.0,1.65,1.65,5.0,1.65,1.65
487,3.28,3.56,2.75,1.47,2.47,2.67,1.47,3.65,1.47,1.47,1.47,1.47,4.0,1.47,4.0,1.47,1.47,1.47
488,3.5,4.59,3.58,3.33,3.79,4.38,4.25,3.75,2.43,3.5,2.43,2.43,5.0,2.43,2.43,4.0,2.43,2.43
489,2.77,3.27,3.68,2.43,2.93,3.15,4.0,3.36,3.25,2.39,2.73,4.12,3.42,2.33,2.39,1.67,2.39,2.39
490,2.88,3.08,3.33,1.32,2.81,3.8,1.32,3.88,1.32,1.32,1.32,1.32,4.0,1.32,1.32,1.32,1.32,1.32
491,4.25,4.5,4.0,5.0,4.01,1.46,1.46,4.5,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
492,4.13,3.71,3.0,3.14,3.8,3.75,2.28,3.8,2.28,2.28,4.67,2.28,3.0,2.28,4.0,4.0,2.28,2.28
493,3.82,3.0,1.12,1.12,1.12,5.0,1.12,2.8,1.12,1.12,1.5,1.12,1.12,1.12,1.12,4.0,1.12,1.12
494,4.35,3.0,1.02,1.02,1.0,5.0,1.02,1.02,1.02,1.02,5.0,1.02,1.02,1.02,1.02,1.02,1.02,1.02
495,3.86,3.52,3.88,2.75,4.1,4.31,4.5,4.36,2.0,2.51,2.0,2.51,4.83,2.51,2.51,5.0,2.51,2.51
496,3.28,2.6,3.5,1.59,3.25,4.5,1.59,3.92,1.59,1.59,2.5,1.59,5.0,1.59,1.59,1.59,1.59,1.59
497,2.85,2.88,4.0,2.0,3.78,4.0,1.98,4.12,1.98,1.98,4.0,1.98,3.0,1.98,5.0,1.98,1.98,1.98
498,3.46,4.6,1.84,3.0,4.33,5.0,1.84,4.75,1.84,1.84,1.84,1.84,3.0,1.84,1.84,5.0,1.84,1.84
499,3.79,3.62,1.72,3.5,4.0,1.72,4.5,4.0,1.72,1.72,3.5,1.72,1.72,1.72,1.72,1.72,1.72,4.0
500,3.75,3.58,3.15,1.2,3.08,1.2,1.2,3.0,5.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
501,3.31,2.5,3.0,3.0,3.58,3.2,1.52,2.83,1.52,1.52,1.52,1.52,3.0,1.52,1.52,3.0,1.52,1.52
502,2.5,4.25,4.0,1.5,3.35,4.88,1.78,2.5,1.78,1.78,4.5,1.78,1.78,1.78,4.5,1.78,1.78,1.78
503,2.89,3.25,3.25,3.5,3.05,3.96,3.5,3.55,2.09,2.09,2.62,4.0,4.0,2.09,2.09,2.09,2.09,2.09
504,3.42,4.07,1.45,3.0,3.76,4.2,3.62,3.94,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
505,4.2,4.0,4.38,5.0,3.6,5.0,2.4,3.25,4.5,2.4,4.25,2.4,5.0,2.4,2.4,2.4,2.4,2.4
506,2.33,3.0,2.0,3.0,3.29,3.5,3.5,3.31,1.83,1.83,4.0,1.83,1.83,1.83,5.0,1.83,1.83,1.83
507,3.38,3.0,3.0,5.0,3.67,3.0,1.72,3.0,1.72,1.72,1.72,1.72,3.0,1.72,1.72,4.0,1.72,1.72
508,1.75,3.0,1.5,0.56,1.9,0.56,0.56,1.9,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
509,3.17,3.33,3.28,2.91,3.14,3.19,4.0,3.34,3.5,2.36,3.0,2.36,3.38,3.25,3.0,2.36,2.36,2.36
510,2.57,3.43,1.71,3.0,2.95,3.15,4.0,2.93,1.5,1.71,2.75,1.71,1.71,1.71,1.71,4.5,1.71,1.71
511,4.07,4.25,1.83,4.0,4.36,5.0,1.83,4.05,1.83,1.83,3.0,1.83,1.83,1.83,4.17,1.83,1.83,1.83
512,3.63,3.4,4.0,3.0,3.67,5.0,2.02,3.67,2.02,2.02,2.02,2.02,5.0,2.02,2.02,5.0,2.02,2.02
513,3.85,3.62,1.72,1.72,3.92,4.5,1.72,4.33,1.72,1.72,2.25,1.72,4.0,1.72,1.72,4.5,1.72,1.72
514,3.35,3.38,3.81,3.33,3.39,3.73,3.6,3.65,2.0,2.64,2.46,2.64,4.0,2.64,3.25,3.83,2.64,3.75
515,4.79,5.0,1.9,1.9,5.0,4.88,1.9,5.0,1.9,1.9,4.5,1.9,1.9,1.9,5.0,1.9,1.9,1.9
516,4.0,3.8,1.23,1.23,3.33,3.0,1.23,4.0,1.23,1.23,1.23,1.23,1.23,1.23,1.23,4.0,1.23,1.23
517,1.82,2.69,3.18,2.52,2.25,2.0,1.75,2.56,3.5,1.8,1.0,3.8,1.75,1.8,1.8,2.5,1.8,1.0
518,3.86,2.83,3.0,1.18,3.7,4.5,1.18,3.36,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
519,4.29,1.0,1.0,1.0,4.19,4.5,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
520,3.89,4.09,4.25,3.75,3.86,3.6,3.5,3.84,4.0,2.52,3.67,2.52,3.5,2.52,3.5,2.52,2.52,2.52
521,3.6,3.5,1.56,4.0,3.55,3.5,1.56,3.88,1.56,1.56,1.56,1.56,3.0,1.56,3.0,1.56,1.56,1.56
522,3.91,3.36,4.5,2.0,3.76,4.05,4.5,3.85,2.62,2.62,5.0,2.62,4.17,2.62,3.5,2.62,2.62,4.5
523,4.78,4.57,4.65,1.57,4.39,5.0,1.57,4.83,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
524,3.54,3.92,2.03,2.67,3.06,2.8,2.03,3.47,2.03,3.0,3.0,2.03,4.0,2.03,2.0,5.0,2.03,2.03
525,3.51,3.55,3.09,3.33,3.55,3.95,3.7,3.69,2.63,2.63,3.5,4.5,3.5,2.63,4.0,3.5,2.63,2.63
526,4.0,4.42,1.17,1.17,4.12,4.25,1.17,4.25,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
527,4.4,4.13,3.83,4.5,3.79,3.5,2.8,3.85,2.8,4.0,4.33,5.0,4.0,2.8,2.8,5.0,2.8,2.8
528,3.8,2.69,1.44,1.44,3.5,3.45,4.5,3.27,1.44,1.44,1.44,1.44,1.44,1.44,0.5,4.25,1.44,1.44
529,3.89,3.0,1.13,3.0,2.5,1.13,1.13,3.0,1.13,1.13,1.13,1.13,5.0,1.13,1.13,1.13,1.13,1.13
530,3.5,4.0,1.5,3.0,4.12,4.0,1.5,3.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.0,1.5,1.5
531,3.9,3.8,1.11,1.11,2.75,4.5,1.11,5.0,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
532,4.36,1.43,1.43,1.43,3.0,4.18,1.43,4.17,1.43,1.43,5.0,1.43,1.43,1.43,1.43,5.0,1.43,1.43
533,4.46,4.3,1.76,1.76,4.19,1.76,1.76,4.3,5.0,1.76,4.42,1.76,1.76,1.76,5.0,1.76,1.76,1.76
534,3.74,3.74,4.12,3.9,3.95,3.58,2.13,4.23,2.13,2.13,4.5,2.13,4.0,2.13,2.5,2.13,2.13,2.13
535,2.17,0.82,5.0,0.82,2.6,2.0,0.82,3.0,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
536,3.3,3.75,1.6,1.6,3.55,2.5,1.6,3.62,1.6,1.6,3.0,1.6,3.0,1.6,1.6,3.0,1.6,3.0
537,4.0,4.5,1.41,1.41,3.9,4.62,5.0,3.43,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
538,4.67,4.55,5.0,4.25,4.43,1.77,1.77,4.0,1.77,1.77,1.77,5.0,1.77,1.77,1.77,1.77,1.77,1.77
539,3.75,4.44,5.0,3.5,3.42,3.75,1.52,3.5,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
540,4.2,3.17,1.53,4.0,3.72,4.67,1.53,1.53,1.53,1.53,3.33,1.53,4.5,1.53,1.53,1.53,1.53,1.53
541,3.24,3.88,4.0,2.0,3.2,4.0,1.78,3.78,1.78,1.78,3.0,1.78,1.0,1.78,1.78,4.0,1.78,1.78
542,3.2,4.0,4.4,4.5,3.11,4.33,2.5,3.84,2.23,2.23,2.17,2.23,5.0,2.23,2.23,3.0,2.23,2.23
543,4.73,5.0,5.0,5.0,4.21,5.0,2.37,3.75,2.37,2.37,5.0,2.37,5.0,2.37,2.37,2.37,2.37,2.37
544,4.25,3.0,1.64,1.64,4.6,1.64,5.0,4.6,1.64,1.64,5.0,1.64,3.0,1.64,1.64,1.64,1.64,1.64
545,3.56,2.75,1.35,3.5,2.8,5.0,1.35,3.75,1.35,1.35,1.35,1.35,1.35,1.35,3.0,1.35,1.35,1.35
546,3.5,2.8,1.6,1.6,3.38,3.0,1.6,3.08,1.6,1.6,4.0,2.0,1.6,1.6,4.0,3.0,1.6,1.6
547,3.67,1.39,1.39,1.39,4.8,4.0,3.5,4.0,5.0,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
548,4.0,4.0,1.63,1.63,4.83,5.0,3.5,3.93,1.63,1.63,1.63,1.63,1.63,4.0,1.63,1.63,1.63,1.63
549,3.83,2.25,0.92,0.92,0.92,4.5,0.92,1.0,0.92,0.92,0.92,0.92,5.0,0.92,0.92,0.92,0.92,0.92
550,4.23,4.12,1.38,1.38,4.0,4.25,1.38,3.17,1.38,1.38,1.38,1.38,1.38,1.38,5.0,1.38,1.38,1.38
551,3.75,3.29,1.93,1.93,3.65,3.92,1.93,3.85,3.0,1.93,1.93,1.93,3.75,1.93,4.5,5.0,1.93,1.93
552,2.86,3.15,4.0,2.62,3.2,3.36,1.58,3.47,1.58,1.58,2.25,1.58,3.5,1.58,1.58,1.58,1.58,1.58
553,4.28,3.5,1.7,1.7,4.11,4.46,4.67,4.54,1.7,1.7,1.7,1.7,5.0,1.7,1.7,1.7,1.7,1.7
554,3.73,3.57,3.6,4.4,3.9,5.0,2.36,4.32,2.36,2.36,1.0,5.0,2.36,3.0,2.36,2.36,2.36,5.0
555,3.39,3.48,4.5,3.53,3.53,4.26,3.0,3.62,2.75,3.0,2.79,1.0,3.33,3.0,3.0,4.0,2.75,2.75
556,4.12,4.17,1.09,4.0,1.09,1.09,1.09,3.25,4.0,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
557,3.82,4.21,0.5,1.17,4.25,4.5,1.17,3.75,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
558,4.2,4.0,1.62,4.5,4.0,3.6,1.62,3.87,1.0,1.62,1.62,1.62,1.62,1.62,1.62,4.0,1.62,1.62
559,3.25,3.46,3.5,3.17,3.0,4.5,1.87,3.79,1.87,1.87,3.0,1.87,3.0,1.87,1.87,3.0,1.87,1.87
560,3.62,3.5,3.5,2.5,3.51,3.8,3.31,3.56,3.1,2.85,3.7,2.85,3.7,2.5,3.25,4.0,2.85,3.75
561,3.31,3.33,3.25,3.92,3.45,3.4,2.64,3.5,3.5,4.5,3.5,2.64,3.83,2.0,3.33,2.75,2.64,2.64
562,3.95,4.19,4.0,3.0,4.12,4.3,4.0,4.22,3.5,2.6,4.0,2.6,4.0,2.6,2.6,3.5,2.6,2.6
